locus_tag	logFC_M90T_37vs30	FDR_M90T_37vs30	logFC_enr37vs30	FDR_enr37vs30	gene_name	seq	description	type
EKN05_002425	-0.218457537193298	0.651066226224175	-1.14547781956373	4.93165782922798e-07	mazG	CP037923.1	nucleoside triphosphate pyrophosphohydrolase	CDS
EKN05_006300	-0.124088905522138	0.651356408395671	0.621241901559577	2.60178136833843e-06	tar	CP037923.1	methyl-accepting chemotaxis protein II	CDS
EKN05_017370	-0.0573943698946799	0.651846017352488	-0.314087941714085	0.667422219796836	efp	CP037923.1	elongation factor P	CDS
EKN05_022135	0.0983116920577135	0.655039727583222	-0.140165887219342	0.346773428746051	EKN05_022135	CP037923.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	CDS
EKN05_024305	0.0838041675219356	0.655795168950511	0.121786220322469	0.00461940559573661	ospG	CP037924.1	protein kinase OspG	CDS
EKN05_011205	0.170263183564548	0.655795168950511	-0.257844077457813	0.117932660805457	EKN05_011205	CP037923.1	iron uptake system protein EfeO	CDS
EKN05_021470	-0.0498197425495818	0.655906339168653	-0.723633092954494	0.000106021259501937	gorA	CP037923.1	glutathione-disulfide reductase	CDS
EKN05_011770	0.0907953164552863	0.657850146351618	NA	NA	kdsB	CP037923.1	3-deoxy-manno-octulosonate cytidylyltransferase	CDS
EKN05_014855	-0.0910125652861266	0.657850146351618	-0.819349146452431	0.0840054836552066	EKN05_014855	CP037923.1	DUF2755 family protein	CDS
EKN05_000580	-0.061745624839336	0.659423894681531	-0.126921289716133	0.275579585528384	speC	CP037923.1	ornithine decarboxylase	pseudo
EKN05_019470	-0.0868297675702635	0.660245602705064	NA	NA	dut	CP037923.1	dUTP diphosphatase	CDS
EKN05_020820	0.056054218428193	0.662120654919354	0.940896577184041	0.00269372082259029	ntrB	CP037923.1	nitrogen regulation protein NR(II)	CDS
EKN05_009290	0.143324376641453	0.662120654919354	0.283166343209592	0.414709297519914	EKN05_009290	CP037923.1	phage tail protein	pseudo
EKN05_000440	0.0492297699528046	0.663167480294344	0.0647877677656157	0.707793728379162	EKN05_000440	CP037923.1	L-glyceraldehyde 3-phosphate reductase	CDS
EKN05_007355	0.103801422585938	0.663460239540566	-0.586418091988074	0.602153092083118	higA	CP037923.1	addiction module antidote protein	CDS
EKN05_000870	0.107933720195978	0.664974553989993	-1.51979123739757	2.40952113876016e-06	scpB	CP037923.1	methylmalonyl-CoA decarboxylase	CDS
EKN05_004990	0.0981339539452156	0.665397386621343	1.03453118753826	2.32669937043814e-11	EKN05_004990	CP037923.1	hypothetical protein	pseudo
EKN05_020520	0.103166122100879	0.666413269244209	-1.05180764685394	0.237809385776837	xerC	CP037923.1	tyrosine recombinase XerC	CDS
EKN05_006230	-0.114532336782575	0.666883820741993	1.03151133256443	0.0476352868713639	EKN05_006230	CP037923.1	DUF2766 domain-containing protein	CDS
EKN05_013865	0.158733718937298	0.667143356612186	-1.00116672956133	0.00722644951002718	EKN05_013865	CP037923.1	type I toxin-antitoxin system Hok family toxin	CDS
EKN05_007165	-0.0657979697431215	0.668669044005366	-0.728498061656852	0.156653202890304	EKN05_007165	CP037923.1	DUF465 domain-containing protein	CDS
EKN05_019015	0.0616601927544211	0.669295211187255	NA	NA	glyS	CP037923.1	glycine--tRNA ligase subunit beta	CDS
EKN05_004115	-0.0725766243663489	0.669679797459022	0.809535220367929	0.197200924349116	nuoK	CP037923.1	NADH-quinone oxidoreductase subunit NuoK	CDS
EKN05_017805	-0.102330648071419	0.669679797459022	-0.919113003528034	1.36260872867128e-07	EKN05_017805	CP037923.1	DeoR family transcriptional regulator	CDS
EKN05_010865	0.116667025918384	0.670341858895438	-0.795290031721633	0.370006357671637	flgM	CP037923.1	anti-sigma-28 factor FlgM	CDS
EKN05_010675	0.212110420115206	0.674102281221023	-0.410828205411606	0.0160589231770382	ndh	CP037923.1	NAD(P)/FAD-dependent oxidoreductase	CDS
EKN05_005535	0.103286937516137	0.676083175917416	0.331313301978459	0.0241626584249576	yeeY	CP037923.1	LysR family transcriptional regulator	CDS
EKN05_009215	-0.12769320759598	0.676216941570497	-1.27307492957494	0.000328560871196902	EKN05_009215	CP037923.1	SAM-dependent methyltransferase	pseudo
EKN05_012195	-0.0966886269007534	0.677328189968179	0.524954593383648	0.0543466808841828	rimK	CP037923.1	30S ribosomal protein S6--L-glutamate ligase	CDS
EKN05_008030	-0.142805905225102	0.677707641548321	0.865441295828859	2.65124162119244e-05	pntB	CP037923.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	CDS
EKN05_016035	-0.0566249791905422	0.677707641548321	1.46227699498257	1.62811525884752e-10	pcnB	CP037923.1	polynucleotide adenylyltransferase PcnB	CDS
EKN05_003090	0.0683563372667179	0.678652874051307	-0.319495212581064	0.0885963324762723	upp	CP037923.1	uracil phosphoribosyltransferase	CDS
EKN05_022435	-0.0529990475836083	0.679297691637156	NA	NA	rplR	CP037923.1	50S ribosomal protein L18	CDS
EKN05_018555	-0.0610715167133533	0.679297691637156	1.54915511303229	4.47762117484319e-14	EKN05_018555	CP037923.1	DUF1481 domain-containing protein	CDS
EKN05_016240	-0.10438645582822	0.679309899392901	NA	NA	ftsZ	CP037923.1	cell division protein FtsZ	CDS
EKN05_011820	0.0822324072914522	0.679309899392901	NA	NA	EKN05_011820	CP037923.1	IS4 family transposase	CDS
EKN05_003515	-0.0799109091366399	0.679309899392901	-1.60186988118796	0.000181620744436839	ypeB	CP037923.1	hypothetical protein	CDS
EKN05_016720	-0.0620735168037146	0.680717984094402	0.405513236420462	0.00058218920972891	creC	CP037923.1	two-component system sensor histidine kinase CreC	CDS
EKN05_016865	-0.0563229074212198	0.68120641260278	0.814086484181229	1.73106893432833e-07	rsmC	CP037923.1	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	CDS
EKN05_024545	0.11854186730413	0.681720152611355	-0.57070978035693	0.0511121157416712	pWR501_0183	CP037924.1	ISL3 family transposase	pseudo
EKN05_016780	-0.075288524810406	0.683723456950542	1.0086982298937	4.31851478859991e-06	EKN05_016780	CP037923.1	YtjB family periplasmic protein	CDS
EKN05_006115	-0.101152221016223	0.683724772479327	0.797869519735597	1.2847052360731e-05	fliD	CP037923.1	flagellar filament capping protein FliD	CDS
EKN05_021800	-0.0679656535543174	0.683724772479327	0.818007237426781	0.000470872516672958	yhhY	CP037923.1	N-acetyltransferase	CDS
EKN05_016220	-0.0593534229306302	0.683724772479327	1.53566784425298	2.46356654830756e-08	mutT	CP037923.1	8-oxo-dGTP diphosphatase MutT	CDS
EKN05_012420	-0.0734395638247147	0.683926786158581	0.417513331888644	0.000390526949714276	dps	CP037923.1	DNA starvation/stationary phase protection protein	CDS
EKN05_007170	-0.066390531699349	0.684706704455424	0.469513652654501	0.0755322142010859	rimL	CP037923.1	50S ribosomal protein L7/L12-serine acetyltransferase	CDS
EKN05_004040	0.0708064515072311	0.684706704455424	-1.25034172281905	0.000624502095594936	EKN05_004040	CP037923.1	YfbU family protein	CDS
EKN05_011480	0.062930585784287	0.684776706095205	-1.3519557891633	0.00342141362775246	EKN05_011480	CP037923.1	acylphosphatase	CDS
EKN05_020705	-0.0498528185028182	0.685192483384212	0	1	trkH	CP037923.1	Trk system potassium transporter TrkH	CDS
EKN05_022880	-0.0695137598893923	0.685192483384212	-1.37968779704581	2.24095283662362e-06	yrbL	CP037923.1	PhoP regulatory network protein YrbL	pseudo
EKN05_002015	0.09852277105786	0.688156424318492	0.147404583398972	0.304821855945277	cysD	CP037923.1	sulfate adenylyltransferase subunit 2	CDS
EKN05_001990	0.0814751948263544	0.69021248056613	0.601917337929224	0.12924414786241	ispD	CP037923.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	CDS
EKN05_007870	-0.0633373691652009	0.691619245157887	-0.545441616735362	0.000386392114769437	rsxD	CP037923.1	electron transport complex subunit RsxD	CDS
EKN05_023660	0.0717473867888315	0.693502540372163	0.889390833627077	0.000881589693456605	EKN05_023660	CP037924.1	IS5 family transposase	pseudo
EKN05_012590	0.0568371978977526	0.694216704335907	-0.700131806290191	0.0020415503201968	yvcK	CP037923.1	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	CDS
EKN05_005395	-0.127666390768577	0.69592779344953	-0.348278320952261	0.0264270868570949	rfbA	CP037923.1	glucose-1-phosphate thymidylyltransferase RfbA	CDS
EKN05_021860	-0.0565841629638372	0.696269894790358	0.256827691637872	0.103648047763189	glgP	CP037923.1	glycogen phosphorylase	CDS
EKN05_011510	0.0548833805124663	0.696992446654524	0.55414143255619	6.36067454360478e-05	helD	CP037923.1	DNA helicase IV	CDS
EKN05_004420	-0.062176477336198	0.696992446654524	-0.287532685497159	0.197242142880603	alkB	CP037923.1	DNA oxidative demethylase AlkB	CDS
EKN05_010750	-0.0907436288703172	0.69795577354831	NA	NA	acpP	CP037923.1	acyl carrier protein	CDS
EKN05_007860	-0.0825396347717446	0.69795577354831	-1.04732665729827	0.00014459761670361	ydgQ	CP037923.1	electron transport complex subunit E	CDS
EKN05_021675	0.100501531249958	0.698689517308708	-0.779909466207177	1.21501797340415e-05	EKN05_021675	CP037923.1	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	CDS
EKN05_013610	0.125320324376508	0.700767184595827	-1.69917706729237	0.0252992174705487	EKN05_013610	CP037923.1	multidrug efflux pump-associated protein	CDS
EKN05_016800	-0.0477603616316143	0.701281840295917	-0.207097971618763	0.414467008373696	deoB	CP037923.1	phosphopentomutase	CDS
EKN05_005620	-0.0777749861135951	0.702458953661744	-0.376196166287886	0.0295048973432813	nac	CP037923.1	nitrogen assimilation transcriptional regulator	CDS
EKN05_021680	-0.0583104117210689	0.7026015009748	NA	NA	tusA	CP037923.1	sulfurtransferase TusA	CDS
EKN05_019815	-0.0641160380438505	0.703445061294995	0.794134244013198	1.47617809579688e-07	ibpA	CP037923.1	heat shock chaperone IbpA	CDS
EKN05_016520	-0.0677841481267733	0.704227356164248	-0.0524655046002339	0.712936346017094	caiA	CP037923.1	crotonobetainyl-CoA dehydrogenase	CDS
EKN05_005885	-0.0811566827550381	0.70658271186111	-0.31889071111975	0.0623642567598706	EKN05_005885	CP037923.1	IS3 family transposase	CDS
EKN05_008880	-0.148304611576708	0.707184174659352	-0.634320523749291	1.60018608031135e-07	EKN05_008880	CP037923.1	DUF1266 domain-containing protein	CDS
EKN05_019490	0.0684190311464543	0.707346383727874	-0.914558229064921	1.81567907197561e-10	EKN05_019490	CP037923.1	YicC family protein	CDS
EKN05_006740	-0.086232975082436	0.707535261257271	0.917956648543712	1.99388803872746e-08	edd	CP037923.1	phosphogluconate dehydratase	CDS
EKN05_017145	-0.0809052057740026	0.708702516298566	-0.253268185155275	0.077537826102922	ulaG	CP037923.1	L-ascorbate 6-phosphate lactonase	CDS
EKN05_021235	0.0694272453241921	0.708702516298566	0.676269845317236	1.70218230693388e-07	bcsE	CP037923.1	cellulose biosynthesis protein BcsE	CDS
EKN05_021565	0.101759392070525	0.712789946152299	-0.453816900311426	1.1115984471276e-08	EKN05_021565	CP037923.1	hypothetical protein	CDS
EKN05_013385	0.09990592207904	0.713188388718809	0.503614652722402	2.65124162119244e-05	EKN05_013385	CP037923.1	type 1 fimbrial protein	pseudo
EKN05_019415	0.074098495991854	0.718897496674655	-0.827643944886232	1.17850531398571e-08	rfaP	CP037923.1	lipopolysaccharide core heptose(I) kinase RfaP	CDS
EKN05_016065	0.0804270601934829	0.719039365970156	-0.404645199974548	0.00789445727195179	EKN05_016065	CP037923.1	Rpn family recombination-promoting nuclease/putative transposase	CDS
EKN05_020575	0.0582143079179668	0.719039365970156	0.344208516262619	0.000900305556418156	pldA	CP037923.1	phospholipase A	CDS
EKN05_006655	0.0915025016600229	0.720859007199491	0.780490924644129	0.00940676932591531	EKN05_006655	CP037923.1	isochorismatase family protein	CDS
EKN05_022750	0.0705395879140771	0.720859007199491	-0.410893446555911	0.279703932071427	argR	CP037923.1	transcriptional regulator ArgR	CDS
EKN05_001835	-0.255006154110021	0.726384766777567	-1.51226117860096	0.000171143070597055	hycB	CP037923.1	4Fe-4S dicluster domain-containing protein	CDS
EKN05_000740	0.0760150309922298	0.727118608533633	-1.15546512634996	0.00238090583403079	EKN05_000740	CP037923.1	hypothetical protein	pseudo
EKN05_005565	0.0833359024784194	0.727483401003141	0.745522892062157	9.06112412654458e-08	EKN05_005565	CP037923.1	DUF4102 domain-containing protein	pseudo
EKN05_006825	0.100101015471939	0.727483401003141	-0.455990654804879	2.30759778320031e-05	EKN05_006825	CP037923.1	hypothetical protein	CDS
EKN05_012020	0.092011616001143	0.727483401003141	1.00522331525604	1.75391391118322e-07	cspD	CP037923.1	cold shock-like protein CspD	CDS
EKN05_019425	-0.0525608732071073	0.727774342646899	0.218486645627268	0.0287601316464431	rfaQ	CP037923.1	lipopolysaccharide core heptosyltransferase RfaQ	CDS
EKN05_005345	-0.115712195838235	0.727902054142569	0.614497401776472	0.000169185399077203	cpsB	CP037923.1	mannose-1-phosphate guanyltransferase	pseudo
EKN05_020810	0.0705627263645785	0.728154532486017	-1.20775757826047	9.32909737536267e-05	EKN05_020810	CP037923.1	hypothetical protein	CDS
EKN05_022215	0.175719902879981	0.728933073345836	-1.58911656910694	2.58306978773566e-06	pabA	CP037923.1	aminodeoxychorismate synthase component 2	CDS
EKN05_001470	-0.0546256291239473	0.730855305451192	NA	NA	smpB	CP037923.1	SsrA-binding protein SmpB	CDS
EKN05_004845	0.0752406754944543	0.730855305451192	0.249298743104921	0.254127497176961	yehW	CP037923.1	glycine betaine ABC transporter permease YehW	CDS
EKN05_005405	-0.165037550360389	0.730855305451192	0.547919892370905	0.152208190946709	wzx	CP037923.1	O13/O129/O135 family O-antigen flippase	CDS
EKN05_012870	0.137537453126505	0.731863733337542	-0.147237199129905	0.408331206964355	EKN05_012870	CP037923.1	hypothetical protein	CDS
EKN05_004125	0.0521815002903155	0.73239300133586	0.816578824729503	0.291867978320942	nuoM	CP037923.1	NADH-quinone oxidoreductase subunit M	CDS
EKN05_023315	-0.0736336015146908	0.73239300133586	-0.846956929631016	7.21998497217585e-06	EKN05_023315	CP037923.1	serine dehydratase subunit alpha family protein	CDS
EKN05_021375	0.167286322416307	0.732825400188126	-0.536512649839477	3.36090283466562e-08	EKN05_021375	CP037923.1	IS3-like element IS150 family transposase	CDS
EKN05_010935	0.100055670750404	0.734827352606743	-0.269785676432393	0.113061867547637	EKN05_010935	CP037923.1	cytochrome b	CDS
EKN05_013680	0.0472383892728051	0.734890260102337	0.908617284816854	7.60188915961401e-10	rna	CP037923.1	ribonuclease I	CDS
EKN05_001530	0.0404358702918849	0.734890260102337	0.138173416867042	0.466661841299785	csiR	CP037923.1	DNA-binding transcriptional regulator CsiR	CDS
EKN05_022545	0.0746976994320732	0.735947666046994	-0.636653030790288	0.510007879333381	tsaC	CP037923.1	L-threonylcarbamoyladenylate synthase type 1 TsaC	CDS
EKN05_009175	-0.0422556041022529	0.735947666046994	0.0725466688492301	0.653517929205441	EKN05_009175	CP037923.1	paraquat-inducible protein A	pseudo
EKN05_020710	-0.0593582566904928	0.737617368504815	NA	NA	hemG	CP037923.1	menaquinone-dependent protoporphyrinogen IX dehydrogenase	CDS
EKN05_010215	-0.0675708583641405	0.73863433448324	-0.813060037401883	0.0121010477349593	EKN05_010215	CP037923.1	ABC transporter ATP-binding protein	CDS
EKN05_015045	-0.161643001561364	0.740847762327284	-0.132170688878538	0.431480787774988	ykfE	CP037923.1	C-lysozyme inhibitor	CDS
EKN05_016625	0.0879043148742194	0.740847762327284	0.275364680066322	0.0385716614578253	mokC	CP037923.1	type I toxin-antitoxin system toxin MokC	CDS
EKN05_020075	-0.073305469964619	0.741234600276968	-0.181557692214977	0.0183389268898532	EKN05_020075	CP037923.1	fimbrial chaperone	pseudo
EKN05_020060	0.0669675655559358	0.742685007296819	0.0151753407979872	0.819678484556504	EKN05_020060	CP037923.1	fimbrial protein	CDS
EKN05_021475	-0.0579838695580149	0.742707702182611	0.657616270191047	5.17405482990929e-06	EKN05_021475	CP037923.1	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	CDS
EKN05_020055	0.0473352030880729	0.747485837215769	0.0962674542401969	0.500035019818135	pstS	CP037923.1	phosphate ABC transporter substrate-binding protein PstS	CDS
EKN05_003835	0.112424745872686	0.747485837215769	0.990447206540253	3.58660727658989e-12	EKN05_003835	CP037923.1	fimbrial protein	CDS
EKN05_005400	-0.178155176348657	0.747485837215769	0.116825243081222	0.305059227127733	rfbC	CP037923.1	dTDP-4-dehydrorhamnose 3	CDS
EKN05_005890	0.123355183834088	0.748350481288057	-1.04933631772777	1.20085780660502e-08	EKN05_005890	CP037923.1	hypothetical protein	pseudo
EKN05_014805	-0.048153435491557	0.748435263168253	0.014125484061691	0.953621969680965	aroL	CP037923.1	shikimate kinase AroL	CDS
EKN05_019790	-0.110098985390787	0.748435263168253	-0.374879128750175	0.0136197942305199	EKN05_019790	CP037923.1	inactive 6-phospho-alpha-glucosidase	pseudo
EKN05_009250	-0.0767845966716569	0.748503755061832	-2.54214362484746	0.00746843990885379	EKN05_009250	CP037923.1	IS66 family insertion sequence element accessory protein TnpB	CDS
EKN05_001955	-0.123617048301579	0.748583768423196	-1.28815311241293	0.00657400233438045	EKN05_001955	CP037923.1	MarR family transcriptional regulator	CDS
EKN05_001190	-0.0462421603993479	0.749278638673778	NA	NA	lgt	CP037923.1	prolipoprotein diacylglyceryl transferase	CDS
EKN05_015515	-0.0610678562812859	0.752007138300268	0.859437834414603	1.65674767495674e-09	EKN05_015515	CP037923.1	lytic transglycosylase domain-containing protein	CDS
EKN05_010005	-0.0732578506797923	0.752635598139218	-0.806655094620883	0.00150377300804182	rssA	CP037923.1	patatin-like phospholipase RssA	CDS
EKN05_006435	-0.045806704666425	0.752635598139218	-0.804586541416779	0.00707233702925279	EKN05_006435	CP037923.1	hypothetical protein	CDS
EKN05_010990	0.0958306133395595	0.753023023286535	-0.691499803696754	0.00244030973289676	EKN05_010990	CP037923.1	hypothetical protein	CDS
EKN05_015070	-0.112335184675337	0.753068739864021	0.880048101339067	1.06540850143517e-07	yafL	CP037923.1	peptidoglycan endopeptidase	CDS
EKN05_018405	0.0710915054066312	0.753959826072357	0.366806715735974	0.0702992665855416	EKN05_018405	CP037923.1	IS3-like element IS2 family transposase	pseudo
EKN05_003865	0.0448936823725842	0.755225694388176	-0.979651542266591	2.23381214518654e-05	EKN05_003865	CP037923.1	hypothetical protein	CDS
EKN05_002455	-0.0946337814864079	0.755390058984427	0.336035549669404	0.0170975854040614	EKN05_002455	CP037923.1	MFS transporter	CDS
EKN05_001790	-0.0863018357038021	0.761981174312399	-1.15653720071627	4.38482870735056e-06	EKN05_001790	CP037923.1	cytoplasmic protein	CDS
EKN05_008740	-0.0973700505358424	0.762215808299577	-0.879747718714366	0.000331550132757881	osmE	CP037923.1	osmotically-inducible lipoprotein OsmE	CDS
EKN05_004575	0.0383765696339759	0.762722772528748	-0.0489144190019041	0.75204830494952	yejF	CP037923.1	microcin C ABC transporter ATP-binding protein YejF	CDS
EKN05_008855	-0.0768704381028448	0.762986981708258	0.562208546858257	0.0737718611806379	EKN05_008855	CP037923.1	pyrimidine (deoxy)nucleoside triphosphate diphosphatase	CDS
EKN05_001000	0.0475633894450767	0.762986981708258	0.252477603945089	0.798981985642335	fldB	CP037923.1	flavodoxin FldB	CDS
EKN05_000965	-0.0522864273602695	0.763825694126911	1.4970963613429	3.54895432493891e-10	EKN05_000965	CP037923.1	SDR family oxidoreductase	pseudo
EKN05_019920	-0.0393288688412464	0.768807224012575	0.633622809816032	0.00718796641949021	mnmE	CP037923.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	CDS
EKN05_019755	-0.0512724731689827	0.77049064560518	0.676822053826454	7.86137578329335e-08	yidF	CP037923.1	radical SAM protein	CDS
EKN05_017020	-0.048473632882656	0.771044063497698	-0.711553733930163	8.00783618583086e-08	yjiY	CP037923.1	carbon starvation protein A	CDS
EKN05_001745	-0.0462363773927835	0.771207674591575	0.325105797990977	0.0722188620389828	norR	CP037923.1	nitric oxide reductase transcriptional regulator NorR	CDS
EKN05_008935	-0.0612636501392834	0.77282451603833	0.503355488387102	1.67538377169035e-06	ydjG	CP037923.1	NADH-dependent methylglyoxal reductase	CDS
EKN05_005510	-0.103646905426597	0.772887379600761	0.825754748616002	0.174831778713413	EKN05_005510	CP037923.1	hypothetical protein	pseudo
EKN05_001335	-0.0876830338571833	0.774072151527522	1.38658130944338	1.08920904390738e-10	xni	CP037923.1	flap endonuclease Xni	CDS
EKN05_020025	-0.0702306840635171	0.774072151527522	-0.290244708937575	0.000468220575164532	bglF	CP037923.1	PTS beta-glucoside transporter subunit IIABC	CDS
EKN05_000305	-0.0706030621469927	0.77715104353094	-1.41402729838047	1.43318224857888e-10	EKN05_000305	CP037923.1	DUF1249 family protein	CDS
EKN05_023630	-0.169413467923362	0.777159154918397	0.553872193721834	9.37631491392346e-13	ipgH	CP037924.1	MFS transporter	pseudo
EKN05_017940	-0.0627720254934274	0.777791756920319	-0.912628893080161	0.174294271324486	EKN05_017940	CP037923.1	IS3-like element IS2 family transposase	CDS
EKN05_016860	0.0517388578008054	0.779166230700233	-0.174419331794683	0.902038514436523	holD	CP037923.1	DNA polymerase III subunit psi	CDS
EKN05_014760	-0.0387191720819285	0.779166230700233	0.246847268664948	0.0289751210584738	sbcC	CP037923.1	exonuclease subunit SbcC	CDS
EKN05_002790	-0.0447230989656533	0.780565310752878	0.539589875650559	0.0005736394330195	qseE	CP037923.1	two component system sensor histidine kinase QseE/GlrK	CDS
EKN05_018540	-0.110760320226454	0.780742661890061	-0.223981016667262	0.293637453450807	zraR	CP037923.1	sigma-54-dependent response regulator transcription factor ZraR	CDS
EKN05_008670	-0.0442382647596711	0.780742661890061	-0.398560743614751	0.00285662061438869	EKN05_008670	CP037923.1	hypothetical protein	CDS
EKN05_012765	-0.0714927231677367	0.780742847059914	-1.99010671086637	9.39564722950458e-09	EKN05_012765	CP037923.1	hypothetical protein	CDS
EKN05_013855	0.0732587160307222	0.780742847059914	1.48632203125844	2.46356654830756e-08	EKN05_013855	CP037923.1	type I toxin-antitoxin system Hok family toxin	CDS
EKN05_011050	0.0810757559657113	0.781358325157779	0.62181640632826	0.00211735426668828	EKN05_011050	CP037923.1	O-acetyl-ADP-ribose deacetylase	CDS
EKN05_005605	-0.137750830619939	0.783751007516224	0.714479950291385	1.47055938204222e-05	cobT	CP037923.1	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	CDS
EKN05_022475	-0.0419590020523799	0.784924797015184	NA	NA	rpsD	CP037923.1	30S ribosomal protein S4	CDS
EKN05_007635	-0.0824058818775567	0.785224520885388	-0.0640518559320334	0.812806892500897	EKN05_007635	CP037923.1	4Fe-4S dicluster domain-containing protein	CDS
EKN05_017540	0.0406637553085646	0.785339354986521	-0.101081989154803	0.409690779599544	EKN05_017540	CP037923.1	YtfJ family protein	CDS
EKN05_023840	-0.0453627052617154	0.786918864359948	0.402174322649219	0.00895402605074728	pWR501_0041	CP037924.1	transposase	pseudo
EKN05_006130	0.0677569047351283	0.786918864359948	0.839945340429919	1.79921904147114e-07	fliZ	CP037923.1	flagella biosynthesis regulatory protein FliZ	CDS
EKN05_015260	-0.0626755823144626	0.786918864359948	-0.650801201914679	0.0678649009255505	EKN05_015260	CP037923.1	XRE family transcriptional regulator	CDS
EKN05_014990	-0.0742527234020186	0.791427455897137	-1.73726123352542	1.70173850505429e-06	EKN05_014990	CP037923.1	hypothetical protein	CDS
EKN05_009975	-0.0416709899453561	0.791427455897137	0.402106960953545	0.000249082916549554	adhE	CP037923.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	CDS
EKN05_000105	0.0560867909233779	0.791675775818113	-0.0706029032385915	0.446795665699809	ebgA	CP037923.1	beta-galactosidase subunit alpha	CDS
EKN05_022600	0.111222354580869	0.79212994878718	-0.340608920617768	0.101795391593888	yhdZ	CP037923.1	amino acid ABC transporter ATP-binding protein	CDS
EKN05_007670	-0.14111880014048	0.79212994878718	0.287235071107126	0.196795699251281	EKN05_007670	CP037923.1	hypothetical protein	CDS
EKN05_023820	-0.0689974665342657	0.79212994878718	0.42020648257219	0.230375319136285	EKN05_023820	CP037924.1	IS66 family transposase	pseudo
EKN05_009995	0.0575064292219986	0.792288666071933	0.577439153118283	0.213982019402951	galU	CP037923.1	UTP--glucose-1-phosphate uridylyltransferase GalU	CDS
EKN05_009845	-0.0703844735620188	0.792288666071933	1.07290813128628	6.89244186955932e-09	trpE	CP037923.1	anthranilate synthase component I	CDS
EKN05_011625	-0.0667447486115797	0.792628236367096	-0.412002217992138	6.95570167390078e-06	EKN05_011625	CP037923.1	fimbrial protein	CDS
EKN05_016715	-0.0526203267482609	0.79305182252393	0.0320028307403392	0.789485965528772	creD	CP037923.1	cell envelope integrity protein CreD	CDS
EKN05_010665	-0.049332603344309	0.793328226466722	-1.58212922286849	3.65470137745059e-05	comR	CP037923.1	TetR family copper-responsive transcriptional repressor ComR	CDS
EKN05_019595	-0.0599982709700109	0.794825437182969	1.09305349834098	1.12999434824852e-09	EKN05_019595	CP037923.1	IS3 family transposase	pseudo
EKN05_016415	-0.053046939841031	0.795339859325832	-0.00143412858300065	0.992637864345742	araA	CP037923.1	L-arabinose isomerase	CDS
EKN05_022940	-0.0498492059441788	0.797739954734942	-0.506748015795375	0.00242753463011343	mlaF	CP037923.1	phospholipid ABC transporter ATP-binding protein MlaF	CDS
EKN05_010630	-0.0540019622841708	0.79818949290198	NA	NA	lolE	CP037923.1	lipoprotein-releasing ABC transporter permease subunit LolE	CDS
EKN05_011960	-0.0483408009413948	0.802448582985286	NA	NA	lolA	CP037923.1	outer membrane lipoprotein chaperone LolA	CDS
EKN05_018140	-0.0431367105412108	0.803557630182576	1.14896975388497	0.00722909385749462	EKN05_018140	CP037923.1	MmcQ/YjbR family DNA-binding protein	CDS
EKN05_013325	0.0487816185436162	0.803760152094439	0.108518284216086	0.0948798131331039	EKN05_013325	CP037923.1	RHS repeat protein	CDS
EKN05_005645	-0.0615675495855908	0.804117333834745	0.0768924193250461	0.300642793260564	EKN05_005645	CP037923.1	YebC/PmpR family DNA-binding transcriptional regulator	CDS
EKN05_021275	-0.0440057041108934	0.804126513901463	0.00587477585583821	0.918221089363155	yhjV	CP037923.1	transporter	CDS
EKN05_008390	-0.0663558638934969	0.804126513901463	1.0167465700119	5.00868313679093e-06	relE	CP037923.1	type II toxin-antitoxin system mRNA interferase RelE	CDS
EKN05_003135	-0.0619038933409234	0.804334746393748	-0.41783259244265	0.0105636652500788	hyfI	CP037923.1	hydrogenase 4 catalytic subunit HyfI	CDS
EKN05_010650	-0.0286598240833	0.805902245682591	0.707431142537097	5.82648393356288e-07	mfd	CP037923.1	transcription-repair coupling factor	CDS
EKN05_021925	-0.0367130051864335	0.806172335525083	0.0429414558870429	0.73167382314073	gntT	CP037923.1	gluconate transporter	CDS
EKN05_017760	0.101603246111921	0.807071672030198	0.0527824468540267	0.648075960878532	EKN05_017760	CP037923.1	DUF853 domain-containing protein	CDS
EKN05_009135	-0.157725553118922	0.807071672030198	2.42917529308488	0.000569678075904653	mgrB	CP037923.1	PhoP/PhoQ regulator MgrB	CDS
EKN05_005880	-0.0629534286760212	0.807089591672594	1.16868619146857	9.86634020750981e-12	EKN05_005880	CP037923.1	hypothetical protein	pseudo
EKN05_005095	-0.0654709939649581	0.80816517849683	-0.678767102784751	0.0118006820854422	EKN05_005095	CP037923.1	ADP-ribosylglycohydrolase family protein	pseudo
